goal	rule	score
p9(X75, a91)	p9(a17, a91)	0
p5(a39)	p5(X7) :- p5(X7), p5(X7), p9(X7, a91), p2(X9, a91)	0
p1(a11, X8)	p1(X9, X6) :- p0(X6, X9)	0
p4(X26, a13)	p4(a63, a13)	0
p3(a85, a4)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p7(a62)	p7(X4) :- p8(X4), p4(a92, X1), p3(X1, X4)	0
p0(X1, X0)	p0(X3, X7) :- p4(a46, X7)	0
p4(X28, a13)	p4(a35, a13)	0
p4(a14, X19)	p4(a14, a87)	0
p0(a48, a11)	p0(X5, X9) :- p9(X9, a70)	0
p1(a11, a41)	p1(X9, X6) :- p0(X6, X9)	0
p7(a66)	p7(X9) :- p9(X9, X2), p6(a97), p0(a97, X2)	0
p4(X28, a13)	p4(a36, a13)	0
p6(a37)	p6(X8) :- p1(a11, X8)	0
p4(a14, X19)	p4(a14, a60)	0
p9(X31, a34)	p9(a82, a34)	0
p4(X21, a13)	p4(a92, a13)	0
p2(a66, X0)	p2(X6, X4) :- p6(X6)	0
p4(X213, a13)	p4(a57, a13)	0
p1(a11, a17)	p1(X0, X8) :- p3(a18, X8)	0
p9(X84, X84)	p9(a73, a73)	0
p4(X21, a13)	p4(a35, a13)	0
p7(a26)	p7(X1) :- p9(a35, X1), p5(a35)	0
p5(X4)	p5(a28) :- p9(a28, X6)	0
p4(X27, a13)	p4(a3, a13)	0
p4(a14, X93)	p4(a14, a9)	0
p3(a18, a82)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p7(a80)	p7(X4) :- p8(X4), p4(a92, X1), p3(X1, X4)	0
p5(a86)	p5(X7) :- p5(X7), p5(X7), p9(X7, a91), p2(X9, a91)	0
p3(a55, a9)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p0(a69, a67)	p0(X3, X7) :- p4(a46, X7)	0
p4(a14, X10)	p4(a14, a7)	0
p4(X27, a13)	p4(a65, a13)	0
p3(a39, a29)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p9(X7, X7)	p9(a4, a4)	0
p9(X83, X83)	p9(a59, a59)	0
p8(X0)	p8(a13) :- p4(X2, a13), p3(a85, X2), p6(X2)	0
p4(a14, X36)	p4(a14, a4)	0
p3(a81, a31)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p3(a39, a1)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p0(X0, a96)	p0(X3, X7) :- p4(a46, X7)	0
p4(X212, a13)	p4(a83, a13)	0
p9(X8, a91)	p9(a60, a91)	0
p0(X0, a17)	p0(X3, X7) :- p4(a46, X7)	0
p3(X0, a1)	p3(a91, X3) :- p5(X3), p6(X3)	0
p9(X6, X6)	p9(a80, a80)	0
p4(a14, X10)	p4(a14, a52)	0
p8(a11)	p8(X5) :- p3(a18, X3), p0(a69, X5), p0(X3, X5), p9(X5, X3)	0
p9(X31, a34)	p9(a73, a34)	0
p0(a40, a11)	p0(X3, X7) :- p4(a46, X7)	0
p4(X211, a13)	p4(a90, a13)	0
p4(a14, X39)	p4(a14, a49)	0
p2(a46, X0)	p2(X6, X4) :- p6(X6)	0
p1(a11, a94)	p1(X0, X8) :- p3(a18, X8)	0
p6(a33)	p6(X8) :- p1(a11, X8)	0
p7(a35)	p7(X1) :- p9(a35, X1), p5(a35)	0
p3(X0, a50)	p3(a91, X3) :- p5(X3), p6(X3)	0
p4(a14, X39)	p4(a14, a31)	0
p9(X0, X1)	p9(a38, a89) :- p9(a38, X5)	0
p0(a69, a35)	p0(X3, X7) :- p4(a46, X7)	0
p9(X84, a34)	p9(a57, a34)	0
p4(X13, X13)	p4(a5, a5)	0
p6(a48)	p6(X8) :- p1(a11, X8)	0
p4(a14, X37)	p4(a14, a90)	0
p4(a14, X30)	p4(a14, a4)	0
p0(X0, a47)	p0(X5, X9) :- p9(X9, a70)	0
p4(a14, X13)	p4(a14, a20)	0
p6(a22)	p6(X8) :- p1(a11, X8)	0
p0(a53, a11)	p0(X3, X7) :- p4(a46, X7)	0
p3(X8, X4)	p3(a61, a98) :- p9(a89, X0), p9(a90, a89), p7(a98), p3(a98, a89)	0
p4(X18, X18)	p4(a53, a53)	0
p5(a43)	p5(X8) :- p6(X8), p9(X8, X8), p9(X8, a34)	0
p4(X24, a13)	p4(a5, a13)	0
p4(a92, X13)	p4(a92, a37)	0
p4(a14, X93)	p4(a14, a54)	0
p0(a34, a11)	p0(X3, X7) :- p4(a46, X7)	0
p0(X0, a54)	p0(X3, X7) :- p4(a46, X7)	0
p9(X51, X31)	p9(a93, a95)	0
p8(a70)	p8(X5) :- p3(a18, X3), p0(a69, X5), p0(X3, X5), p9(X5, X3)	0
p0(a69, a83)	p0(X3, X7) :- p4(a46, X7)	0
p9(a36, a91)	p9(a36, a91)	0
p1(X0, X5)	p1(a47, a96) :- p8(a96), p3(X5, a96)	0
p9(X510, X310)	p9(a17, a86)	0
p4(a92, a62)	p4(a92, a62)	0
p0(a60, a11)	p0(X5, X9) :- p9(X9, a70)	0
p1(a11, a14)	p1(X9, X6) :- p0(X6, X9)	0
p4(a14, X30)	p4(a14, a82)	0
p4(a14, X38)	p4(a14, a3)	0
p9(X6, a91)	p9(a52, a91)	0
p9(X3, a34)	p9(a5, a34)	0
p1(X1, X6)	p1(X0, X4) :- p8(X3), p3(X3, X0), p7(X0)	0
p0(a10, a35)	p0(X5, X9) :- p9(X9, a70)	0
p3(X0, a53)	p3(a91, X3) :- p5(X3), p6(X3)	0
p3(a73, X0)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p4(a14, X10)	p4(a14, a89)	0
p0(a69, a66)	p0(X5, X9) :- p9(X9, a70)	0
p4(X211, a13)	p4(a65, a13)	0
p4(X22, a13)	p4(a37, a13)	0
p3(a73, a49)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p9(X85, a34)	p9(a47, a34)	0
p1(a97, X9)	p1(X0, X8) :- p3(a18, X8)	0
p0(X0, a31)	p0(a15, X5) :- p0(a52, a15), p0(X5, X9)	0
p3(a54, a49)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p3(a81, a81)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p4(a14, X36)	p4(a14, a37)	0
p0(X0, X1)	p0(a15, X5) :- p0(a52, a15), p0(X5, X9)	0
p4(X24, a13)	p4(a57, a13)	0
p0(a13, X0)	p0(X5, X9) :- p9(X9, a70)	0
p0(a69, a15)	p0(X5, X9) :- p9(X9, a70)	0
p9(X0, X0)	p9(a82, a82)	0
p4(X18, X18)	p4(a99, a99)	0
p9(X83, a34)	p9(a59, a34)	0
p4(a14, X36)	p4(a14, a62)	0
p7(a9)	p7(X1) :- p9(a35, X1), p5(a35)	0
p7(a77)	p7(X6) :- p8(X6)	0
p3(X0, a77)	p3(a91, X3) :- p5(X3), p6(X3)	0
p0(a69, a66)	p0(X3, X7) :- p4(a46, X7)	0
p6(a49)	p6(X8) :- p1(a11, X8)	0
p3(a64, a29)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p1(a11, a99)	p1(X0, X4) :- p8(X3), p3(X3, X0), p7(X0)	0
p9(X85, X85)	p9(a73, a73)	0
p9(X3, a91)	p9(a61, a91)	0
p0(a40, X0)	p0(X3, X7) :- p4(a46, X7)	0
p4(a14, X36)	p4(a14, a59)	0
p9(X8, X8)	p9(a43, a43)	0
p4(X111, X111)	p4(a5, a5)	0
p1(a11, a77)	p1(X3, X1) :- p4(X1, X7)	0
p4(a14, X19)	p4(a14, a65)	0
p3(a18, a96)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p4(X14, X14)	p4(a5, a5)	0
p4(X211, a13)	p4(a47, a13)	0
p3(a94, a36)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p3(a18, a33)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p0(X0, a41)	p0(X3, X7) :- p4(a46, X7)	0
p0(X8, a11)	p0(a15, X5) :- p0(a52, a15), p0(X5, X9)	0
p0(a82, X0)	p0(X3, X7) :- p4(a46, X7)	0
p3(a39, a96)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p4(a14, X30)	p4(a14, a37)	0
p3(a84, a14)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p3(a85, a85)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p9(X811, a34)	p9(a35, a34)	0
p0(a50, X0)	p0(X5, X9) :- p9(X9, a70)	0
p3(a77, a54)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p3(X0, a5)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p7(a55)	p7(X9) :- p9(X9, X2), p6(a97), p0(a97, X2)	0
p4(X21, a13)	p4(a49, a13)	0
p4(a14, X35)	p4(a14, a22)	0
p4(a92, X12)	p4(a92, a63)	0
p3(a31, a55)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p6(a94)	p6(X8) :- p1(a11, X8)	0
p4(a14, X37)	p4(a14, a55)	0
p9(X51, X31)	p9(a97, a28)	0
p0(X0, a67)	p0(a15, X5) :- p0(a52, a15), p0(X5, X9)	0
p1(a11, a80)	p1(X3, X1) :- p4(X1, X7)	0
p4(X112, X112)	p4(a70, a70)	0
p3(a48, a7)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p1(a11, a86)	p1(X9, X6) :- p0(X6, X9)	0
p9(X84, X84)	p9(a7, a7)	0
p6(a28)	p6(X8) :- p1(a11, X8)	0
p0(a70, a11)	p0(X5, X9) :- p9(X9, a70)	0
p9(X3, a34)	p9(a4, a34)	0
p9(X72, a91)	p9(a60, a91)	0
p4(X24, a13)	p4(a4, a13)	0
p9(X0, a91)	p9(a52, a91)	0
p4(a14, X311)	p4(a14, a26)	0
p2(X3, X6)	p2(a16, a35) :- p1(a35, a10), p5(a16)	0
p0(a69, a39)	p0(X3, X7) :- p4(a46, X7)	0
p5(a60)	p5(X7) :- p5(X7), p5(X7), p9(X7, a91), p2(X9, a91)	0
p4(a14, X12)	p4(a14, a59)	0
p5(a7)	p5(X8) :- p6(X8), p9(X8, X8), p9(X8, a34)	0
p4(a92, X15)	p4(a92, a85)	0
p1(a11, a58)	p1(X9, X6) :- p0(X6, X9)	0
p4(X28, a13)	p4(a59, a13)	0
p0(X0, a83)	p0(a15, X5) :- p0(a52, a15), p0(X5, X9)	0
p4(a14, X38)	p4(a14, a80)	0
p3(X0, a38)	p3(a91, X3) :- p5(X3), p6(X3)	0
p1(a11, a64)	p1(X9, X6) :- p0(X6, X9)	0
p6(a91)	p6(X8) :- p1(a11, X8)	0
p3(a84, a8)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p6(a61)	p6(X8) :- p1(a11, X8)	0
p0(X0, a58)	p0(X5, X9) :- p9(X9, a70)	0
p9(X30, a34)	p9(a5, a34)	0
p4(X26, a13)	p4(a7, a13)	0
p1(a37, X8)	p1(X0, X8) :- p3(a18, X8)	0
p3(a39, a14)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p1(a11, a70)	p1(X0, X4) :- p8(X3), p3(X3, X0), p7(X0)	0
p3(a39, a48)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p4(a14, X13)	p4(a14, a39)	0
p2(a73, a93)	p2(X6, X4) :- p6(X6)	0
p0(X0, a81)	p0(a15, X5) :- p0(a52, a15), p0(X5, X9)	0
p9(X81, a34)	p9(a39, a34)	0
p1(a11, a23)	p1(X0, X4) :- p8(X3), p3(X3, X0), p7(X0)	0
p8(a15)	p8(X5) :- p3(a18, X3), p0(a69, X5), p0(X3, X5), p9(X5, X3)	0
p4(X23, a13)	p4(a22, a13)	0
p9(X31, a34)	p9(a43, a34)	0
p4(X213, a13)	p4(a73, a13)	0
p0(X0, a94)	p0(X3, X7) :- p4(a46, X7)	0
p9(X82, X82)	p9(a3, a3)	0
p9(X810, X810)	p9(a35, a35)	0
p0(a1, a11)	p0(X5, X9) :- p9(X9, a70)	0
p4(a14, X18)	p4(a14, a4)	0
p3(a81, a3)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p0(a69, a26)	p0(X3, X7) :- p4(a46, X7)	0
p3(a18, a63)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p4(a14, X38)	p4(a14, a47)	0
p1(a11, a62)	p1(X0, X8) :- p3(a18, X8)	0
p8(a3)	p8(X5) :- p3(a18, X3), p0(a69, X5), p0(X3, X5), p9(X5, X3)	0
p9(X30, a91)	p9(a25, a91)	0
p1(a11, a87)	p1(X0, X4) :- p8(X3), p3(X3, X0), p7(X0)	0
p3(X0, a64)	p3(a91, X3) :- p5(X3), p6(X3)	0
p6(a51)	p6(X8) :- p1(a11, X8)	0
p4(a14, X12)	p4(a14, a73)	0
p7(a53)	p7(X4) :- p8(X4), p4(a92, X1), p3(X1, X4)	0
p5(a94)	p5(X8) :- p6(X8), p9(X8, X8), p9(X8, a34)	0
p1(a11, a50)	p1(X0, X8) :- p3(a18, X8)	0
p7(a43)	p7(X9) :- p9(X9, X2), p6(a97), p0(a97, X2)	0
p3(a81, a9)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p9(X3, a91)	p9(a41, a91)	0
p4(a14, X37)	p4(a14, a36)	0
p9(X82, X82)	p9(a20, a20)	0
p4(X27, a13)	p4(a90, a13)	0
p9(X6, a34)	p9(a35, a34)	0
p0(a94, X0)	p0(X5, X9) :- p9(X9, a70)	0
p1(a11, a36)	p1(X3, X1) :- p4(X1, X7)	0
p0(a69, a0)	p0(X3, X7) :- p4(a46, X7)	0
p4(X23, a13)	p4(a26, a13)	0
p3(a64, a9)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p7(a8)	p7(X4) :- p7(X4), p2(X4, X7)	0
p8(a98)	p8(X5) :- p3(a18, X3), p0(a69, X5), p0(X3, X5), p9(X5, X3)	0
p7(a65)	p7(X6) :- p8(X6)	0
p1(a11, a66)	p1(X0, X4) :- p8(X3), p3(X3, X0), p7(X0)	0
p6(a31)	p6(X1) :- p4(X1, X1), p9(X1, X7)	0
p9(X85, X85)	p9(a59, a59)	0
p4(a14, X38)	p4(a14, a5)	0
p9(X0, X0)	p9(a37, a37)	0
p0(X0, a7)	p0(X3, X7) :- p4(a46, X7)	0
p6(a15)	p6(X1) :- p4(X1, X1), p9(X1, X7)	0
p5(a62)	p5(X8) :- p6(X8), p9(X8, X8), p9(X8, a34)	0
p8(X8)	p8(X5) :- p8(X5)	0
p4(X15, X15)	p4(a70, a70)	0
p3(X0, a59)	p3(a91, X3) :- p5(X3), p6(X3)	0
p1(a11, a8)	p1(X9, X6) :- p0(X6, X9)	0
p9(X30, a34)	p9(a4, a34)	0
p0(a97, X0)	p0(X5, X9) :- p9(X9, a70)	0
p9(a73, a73)	p9(a73, a73)	0
p1(a11, a46)	p1(X0, X8) :- p3(a18, X8)	0
p6(a57)	p6(X1) :- p4(X1, X1), p9(X1, X7)	0
p4(a14, X15)	p4(a14, a53)	0
p0(X0, a10)	p0(X5, X9) :- p9(X9, a70)	0
p1(a11, a77)	p1(X0, X8) :- p3(a18, X8)	0
p9(X3, a34)	p9(a29, a34)	0
p1(a11, a15)	p1(X9, X6) :- p0(X6, X9)	0
p0(a69, a64)	p0(X5, X9) :- p9(X9, a70)	0
p4(X12, X12)	p4(a99, a99)	0
p7(a7)	p7(X9) :- p9(X9, X2), p6(a97), p0(a97, X2)	0
p4(a14, X35)	p4(a14, a35)	0
p1(a11, a31)	p1(X0, X8) :- p3(a18, X8)	0
p1(a11, a85)	p1(X3, X1) :- p4(X1, X7)	0
p9(X81, X81)	p9(a87, a87)	0
p4(X211, a13)	p4(a60, a13)	0
p0(a93, X5)	p0(X5, X9) :- p9(X9, a70)	0
p4(a14, X17)	p4(a14, a80)	0
p0(X0, a10)	p0(X3, X7) :- p4(a46, X7)	0
p8(a39)	p8(X5) :- p3(a18, X3), p0(a69, X5), p0(X3, X5), p9(X5, X3)	0
p4(X22, a13)	p4(a59, a13)	0
p4(X212, a13)	p4(a39, a13)	0
p7(a3)	p7(X9) :- p9(X9, X2), p6(a97), p0(a97, X2)	0
p3(a49, a29)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p3(a48, a73)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p9(X82, a34)	p9(a49, a34)	0
p7(X7)	p7(X1) :- p9(a35, X1), p5(a35)	0
p5(a26)	p5(X7) :- p5(X7), p5(X7), p9(X7, a91), p2(X9, a91)	0
p4(X17, X17)	p4(a35, a35)	0
p0(a48, a11)	p0(X3, X7) :- p4(a46, X7)	0
p3(a18, a40)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p2(X0, X9)	p2(a16, a35) :- p1(a35, a10), p5(a16)	0
p3(a3, a36)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p3(a66, a36)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p4(a14, X12)	p4(a14, a31)	0
p4(a14, X18)	p4(a14, a62)	0
p0(a69, a41)	p0(X5, X9) :- p9(X9, a70)	0
p4(X29, a13)	p4(a65, a13)	0
p3(a49, a93)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p7(a59)	p7(X4) :- p7(X4), p2(X4, X7)	0
p3(X0, a78)	p3(a91, X3) :- p5(X3), p6(X3)	0
p7(a8)	p7(X4) :- p8(X4), p4(a92, X1), p3(X1, X4)	0
p4(X24, a13)	p4(a73, a13)	0
p7(a90)	p7(X4) :- p7(X4), p2(X4, X7)	0
p4(a14, a9)	p4(a14, a9)	0
p9(X81, X81)	p9(a35, a35)	0
p9(X70, a91)	p9(a96, a91)	0
p1(X1, X6)	p1(a90, X7) :- p0(a93, X7), p8(a90), p8(a90)	0
p4(a14, X18)	p4(a14, a59)	0
p9(X84, a34)	p9(a63, a34)	0
p9(X513, X313)	p9(a33, a30)	0
p3(a18, a79)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p0(X0, a91)	p0(X3, X7) :- p4(a46, X7)	0
p4(a14, X17)	p4(a14, a47)	0
p4(a14, X31)	p4(a14, a90)	0
p6(a12)	p6(X8) :- p1(a11, X8)	0
p3(a85, a65)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p3(a49, a49)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p4(a14, X95)	p4(a14, X13)	0
p0(X1, a17)	p0(a15, X5) :- p0(a52, a15), p0(X5, X9)	0
p4(X28, a13)	p4(a82, a13)	0
p4(X112, X112)	p4(a53, a53)	0
p4(X27, a13)	p4(a57, a13)	0
p4(a92, X10)	p4(a92, a62)	0
p7(a4)	p7(X1) :- p9(a35, X1), p5(a35)	0
p9(X85, a34)	p9(a31, a34)	0
p3(a18, X5)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p9(X89, a34)	p9(a35, a34)	0
p7(a87)	p7(X4) :- p7(X4), p2(X4, X7)	0
p4(a92, X14)	p4(a92, a30)	0
p4(a14, X110)	p4(a14, a26)	0
p4(X18, X18)	p4(a70, a70)	0
p4(a14, X13)	p4(a14, a70)	0
p9(X55, X35)	p9(a54, a10)	0
p9(X0, a91)	p9(a40, a91)	0
p3(a49, a17)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p3(X0, X4)	p3(a91, X3) :- p5(X3), p6(X3)	0
p3(a31, X0)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p9(X85, a34)	p9(a63, a34)	0
p9(X57, X37)	p9(a37, a41)	0
p4(a14, X95)	p4(a14, a48)	0
p4(a92, X13)	p4(a92, a99)	0
p3(a54, a54)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p4(X21, a13)	p4(a80, a13)	0
p3(a55, a85)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p0(X3, a11)	p0(X5, X9) :- p9(X9, a70)	0
p4(X19, X19)	p4(a53, a53)	0
p7(a90)	p7(X4) :- p8(X4), p4(a92, X1), p3(X1, X4)	0
p4(a14, a7)	p4(a14, a7)	0
p3(a84, a41)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p3(X0, a50)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p4(a14, X10)	p4(a14, a87)	0
p8(X4)	p8(a13) :- p4(X2, a13), p3(a85, X2), p6(X2)	0
p0(X0, a47)	p0(X3, X7) :- p4(a46, X7)	0
p3(a18, a28)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p4(a14, X310)	p4(a14, a63)	0
p9(X6, X6)	p9(a4, a4)	0
p1(a11, a90)	p1(X0, X4) :- p8(X3), p3(X3, X0), p7(X0)	0
p2(a54, a93)	p2(X6, X4) :- p6(X6)	0
p3(a39, a85)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p9(X30, a34)	p9(a29, a34)	0
p4(a14, X35)	p4(a14, a53)	0
p4(a14, X10)	p4(a14, a60)	0
p4(a92, X13)	p4(a92, a58)	0
p9(X6, a91)	p9(a17, a91)	0
p4(X212, a13)	p4(a73, a13)	0
p9(X30, a91)	p9(a61, a91)	0
p1(a11, X4)	p1(X0, X4) :- p8(X3), p3(X3, X0), p7(X0)	0
p4(X16, X16)	p4(a53, a53)	0
p3(X0, a31)	p3(a91, X3) :- p5(X3), p6(X3)	0
p4(X211, a13)	p4(a5, a13)	0
p9(X31, a34)	p9(a26, a34)	0
p7(a52)	p7(X9) :- p9(X9, X2), p6(a97), p0(a97, X2)	0
p4(a14, X15)	p4(a14, a48)	0
p0(a60, a11)	p0(X3, X7) :- p4(a46, X7)	0
p6(a87)	p6(X1) :- p4(X1, X1), p9(X1, X7)	0
p0(X0, a69)	p0(X3, X7) :- p4(a46, X7)	0
p4(a14, X35)	p4(a14, a87)	0
p6(X6)	p6(a13) :- p6(a13)	0
p9(X6, a91)	p9(a61, a91)	0
p9(X6, a34)	p9(a62, a34)	0
p7(a11)	p7(X1) :- p9(a35, X1), p5(a35)	0
p8(X9)	p8(a13) :- p4(X2, a13), p3(a85, X2), p6(X2)	0
p3(a18, a54)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p0(a36, a11)	p0(X5, X9) :- p9(X9, a70)	0
p4(a14, X35)	p4(a14, a60)	0
p0(a69, a15)	p0(X3, X7) :- p4(a46, X7)	0
p3(a84, a58)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p4(X213, a13)	p4(a39, a13)	0
p9(X31, a34)	p9(a5, a34)	0
p4(a14, X36)	p4(a14, a8)	0
p0(X8, a37)	p0(X3, X7) :- p4(a46, X7)	0
p9(X82, X82)	p9(a60, a60)	0
p4(X23, a13)	p4(a43, a13)	0
p9(X511, X311)	p9(a37, a41)	0
p4(a14, X310)	p4(a14, a7)	0
p3(a49, a9)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p4(a14, X31)	p4(a14, a55)	0
p1(a11, a83)	p1(X0, X4) :- p8(X3), p3(X3, X0), p7(X0)	0
p9(X512, X312)	p9(a46, a95)	0
p0(a69, a43)	p0(X5, X9) :- p9(X9, a70)	0
p3(X0, a77)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p9(X510, X310)	p9(a79, a90)	0
p4(X24, a13)	p4(a29, a13)	0
p0(a24, a11)	p0(X5, X9) :- p9(X9, a70)	0
p2(X0, a93)	p2(a70, X3) :- p5(X3)	0
p6(X7)	p6(X8) :- p1(a11, X8)	0
p1(X2, X6)	p1(a90, X7) :- p0(a93, X7), p8(a90), p8(a90)	0
p3(a7, a64)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p1(a11, a70)	p1(X9, X6) :- p0(X6, X9)	0
p0(a24, a11)	p0(X3, X7) :- p4(a46, X7)	0
p8(a26)	p8(X5) :- p3(a18, X3), p0(a69, X5), p0(X3, X5), p9(X5, X3)	0
p4(a14, X310)	p4(a14, a52)	0
p7(a41)	p7(X4) :- p8(X4), p4(a92, X1), p3(X1, X4)	0
p4(a14, X32)	p4(a14, a31)	0
p0(a50, X0)	p0(X3, X7) :- p4(a46, X7)	0
p3(a94, a85)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p6(a52)	p6(X1) :- p4(X1, X1), p9(X1, X7)	0
p1(a11, a16)	p1(X0, X4) :- p8(X3), p3(X3, X0), p7(X0)	0
p5(a58)	p5(X8) :- p6(X8), p9(X8, X8), p9(X8, a34)	0
p9(X6, a34)	p9(a89, a34)	0
p4(a14, X30)	p4(a14, a8)	0
p3(a48, a14)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p5(X6)	p5(X7) :- p5(X7), p5(X7), p9(X7, a91), p2(X9, a91)	0
p3(a84, a63)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p3(a9, a11)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p2(a58, X0)	p2(X6, X4) :- p6(X6)	0
p4(X28, a13)	p4(a26, a13)	0
p8(a50)	p8(X5) :- p3(a18, X3), p0(a69, X5), p0(X3, X5), p9(X5, X3)	0
p8(a8)	p8(X5) :- p8(X5)	0
p4(a14, X311)	p4(a14, a53)	0
p3(a18, a8)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p9(X6, X6)	p9(a65, a65)	0
p4(a14, X33)	p4(a14, a59)	0
p1(a11, a40)	p1(X0, X8) :- p3(a18, X8)	0
p9(X84, a34)	p9(a49, a34)	0
p9(X82, X82)	p9(a87, a87)	0
p4(X210, a13)	p4(a7, a13)	0
p9(X73, a91)	p9(a17, a91)	0
p3(a7, a85)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p9(X84, X84)	p9(a31, a31)	0
p0(X3, X0)	p0(a15, X5) :- p0(a52, a15), p0(X5, X9)	0
p4(a14, X94)	p4(a14, a3)	0
p9(X31, a34)	p9(a4, a34)	0
